,read_code,icd10_code,mapping_status,refine_flag,add_code_flag,element_num,block_num
87073,Xa2Kg,S204,R,C,P,0.0,0.0
87074,Xa2Kg,S212,R,C,P,0.0,0.0
87075,Xa2Kg,S309,R,C,P,0.0,0.0
87076,Xa2Kg,S310,R,C,P,0.0,0.0
87077,Xa2Kh,S203,D,C,P,0.0,0.0
87078,Xa2Kh,S211,R,C,P,0.0,0.0
87079,Xa2Ki,S201,D,C,P,0.0,0.0
87080,Xa2Ki,S210,R,C,P,0.0,0.0
87081,Xa2Kj,S309,D,C,P,0.0,0.0
87082,Xa2Kj,S307,A,C,P,0.0,0.0
87083,Xa2Kj,S308,A,C,P,0.0,0.0
87084,Xa2Kj,S311,R,C,P,0.0,0.0
87085,Xa2Kj,S317,R,C,P,0.0,0.0
87086,Xa2Kj,S318,R,C,P,0.0,0.0
87087,Xa2Kk,S308,D,C,P,0.0,0.0
87088,Xa2Kk,S310,R,C,P,0.0,0.0
87089,Xa2Kl,S308,D,C,P,0.0,0.0
87090,Xa2Kl,S307,A,C,P,0.0,0.0
87091,Xa2Kl,S312,R,C,P,0.0,0.0
87092,Xa2Kl,S313,R,C,P,0.0,0.0
87093,Xa2Kl,S314,R,C,P,0.0,0.0
87094,Xa2Kl,S315,R,C,P,0.0,0.0
87095,Xa2Km,T130,D,C,P,0.0,0.0
87096,Xa2Km,T131,A,C,P,0.0,0.0
87097,Xa2Km,T003,R,C,P,0.0,0.0
87098,Xa2Km,T013,R,C,P,0.0,0.0
87099,Xa2Kn,S308,D,C,P,0.0,0.0
87100,Xa2Kn,S310,R,C,P,0.0,0.0
87101,Xa2Ko,S708,D,C,P,0.0,0.0
87102,Xa2Ko,S707,A,C,P,0.0,0.0
87103,Xa2Ko,S710,R,C,P,0.0,0.0
87104,Xa2Ko,S717,R,C,P,0.0,0.0
87105,Xa2Kp,S308,D,C,P,0.0,0.0
87106,Xa2Kp,S307,A,C,P,0.0,0.0
87107,Xa2Kp,S311,R,C,P,0.0,0.0
87108,Xa2Kq,S708,D,C,P,0.0,0.0
87109,Xa2Kq,S709,A,C,P,0.0,0.0
87110,Xa2Kq,S711,R,C,P,0.0,0.0
87111,Xa2Kq,S717,R,C,P,0.0,0.0
87112,Xa2Kr,S808,D,C,P,0.0,0.0
87113,Xa2Kr,S807,A,C,P,0.0,0.0
87114,Xa2Kr,S810,R,C,P,0.0,0.0
87115,Xa2Kr,S817,R,C,P,0.0,0.0
87116,Xa2Ks,S808,D,C,P,0.0,0.0
87117,Xa2Ks,S807,A,C,P,0.0,0.0
87118,Xa2Ks,S817,R,C,P,0.0,0.0
87119,Xa2Ks,S818,R,C,P,0.0,0.0
87120,Xa2Kt,S808,D,C,P,0.0,0.0
87121,Xa2Kt,S818,R,C,P,0.0,0.0
87122,Xa2Ku,S808,D,C,P,0.0,0.0
87123,Xa2Ku,S807,A,C,P,0.0,0.0
87124,Xa2Ku,S817,R,C,P,0.0,0.0
87125,Xa2Ku,S818,R,C,P,0.0,0.0
87126,Xa2Kv,S908,D,C,P,0.0,0.0
87127,Xa2Kv,S907,A,C,P,0.0,0.0
87128,Xa2Kv,S910,R,C,P,0.0,0.0
87129,Xa2Kv,S917,R,C,P,0.0,0.0
87130,Xa2Kw,S908,D,C,P,0.0,0.0
87131,Xa2Kw,S907,A,C,P,0.0,0.0
87132,Xa2Kw,S913,R,C,P,0.0,0.0
87133,Xa2Kw,S917,R,C,P,0.0,0.0
87134,Xa2Kx,S908,D,C,P,0.0,0.0
87135,Xa2Kx,S907,A,C,P,0.0,0.0
87136,Xa2Kx,S911,R,C,P,0.0,0.0
87137,Xa2Kx,S912,R,C,P,0.0,0.0
87138,Xa2Ky,S908,D,C,P,0.0,0.0
87139,Xa2Ky,S911,R,C,P,0.0,0.0
87140,Xa2Ky,S912,R,C,P,0.0,0.0
87141,Xa2Kz,S908,D,C,P,0.0,0.0
87142,Xa2Kz,S907,A,C,P,0.0,0.0
87143,Xa2Kz,S913,R,C,P,0.0,0.0
87144,Xa2Kz,S917,R,C,P,0.0,0.0
87145,Xa2L0,S908,D,C,P,0.0,0.0
87146,Xa2L0,S907,A,C,P,0.0,0.0
87147,Xa2L0,S913,R,C,P,0.0,0.0
87148,Xa2L1,S908,D,C,P,0.0,0.0
87149,Xa2L1,S907,A,C,P,0.0,0.0
87150,Xa2L1,S913,R,C,P,0.0,0.0
87151,Xa2L1,S917,R,C,P,0.0,0.0
87152,Xa2L2,T140,G,C,P,0.0,0.0
87153,Xa2L3,T010,G,C,P,0.0,0.0
87154,Xa2L4,S009,D,C,P,0.0,0.0
87155,Xa2L4,S000,A,C,P,0.0,0.0
87156,Xa2L4,S002,A,C,P,0.0,0.0
87157,Xa2L4,S003,A,C,P,0.0,0.0
87158,Xa2L4,S004,A,C,P,0.0,0.0
87159,Xa2L4,S005,A,C,P,0.0,0.0
87160,Xa2L4,S007,A,C,P,0.0,0.0
87161,Xa2L4,S008,A,C,P,0.0,0.0
87162,Xa2L4,S01,R,M,P,0.0,0.0
87163,Xa2L4,S019,R,C,P,0.0,0.0
87164,Xa2L5,S000,D,C,P,0.0,0.0
87165,Xa2L5,S010,R,C,P,0.0,0.0
87166,Xa2L6,S002,D,C,P,0.0,0.0
87167,Xa2L6,S007,A,C,P,0.0,0.0
87168,Xa2L6,H028,R,C,C,0.0,0.0
87169,Xa2L6,H055,R,C,C,0.0,0.0
87170,Xa2L6,H446,R,C,C,0.0,0.0
87171,Xa2L6,H447,R,C,C,0.0,0.0
87172,Xa2L6,S011,R,C,P,0.0,0.0
87173,Xa2L6,S017,R,C,P,0.0,0.0
87174,Xa2L6,S054,R,C,P,0.0,0.0
87175,Xa2L6,S055,R,C,P,0.0,0.0
87176,Xa2L6,T15,R,M,P,0.0,0.0
87177,Xa2L7,S004,D,C,P,0.0,0.0
87178,Xa2L7,S007,A,C,P,0.0,0.0
87179,Xa2L7,S013,R,C,P,0.0,0.0
87180,Xa2L7,S017,R,C,P,0.0,0.0
87181,Xa2L7,T16X,R,C,P,0.0,0.0
87182,Xa2L8,S003,D,C,P,0.0,0.0
87183,Xa2L8,S012,R,C,P,0.0,0.0
87184,Xa2L9,S005,D,C,P,0.0,0.0
87185,Xa2L9,S015,R,C,P,0.0,0.0
87186,Xa2LA,S005,D,C,P,0.0,0.0
87187,Xa2LA,S007,A,C,P,0.0,0.0
87188,Xa2LA,S015,R,C,P,0.0,0.0
87189,Xa2LA,S017,R,C,P,0.0,0.0
87190,Xa2LB,S008,D,C,P,0.0,0.0
87191,Xa2LB,S007,A,C,P,0.0,0.0
87192,Xa2LB,S017,R,C,P,0.0,0.0
87193,Xa2LB,S018,R,C,P,0.0,0.0
87194,Xa2LC,S008,D,C,P,0.0,0.0
87195,Xa2LC,S007,A,C,P,0.0,0.0
87196,Xa2LC,S017,R,C,P,0.0,0.0
87197,Xa2LC,S018,R,C,P,0.0,0.0
87198,Xa2LD,S008,D,C,P,0.0,0.0
87199,Xa2LD,S005,A,C,P,0.0,0.0
87200,Xa2LD,S007,A,C,P,0.0,0.0
87201,Xa2LD,S014,R,C,P,0.0,0.0
87202,Xa2LD,S015,R,C,P,0.0,0.0
87203,Xa2LD,S017,R,C,P,0.0,0.0
87204,Xa2LE,S109,D,C,P,0.0,0.0
87205,Xa2LE,S101,A,C,P,0.0,0.0
87206,Xa2LE,S107,A,C,P,0.0,0.0
87207,Xa2LE,S108,A,C,P,0.0,0.0
87208,Xa2LE,S11,R,M,P,0.0,0.0
87209,Xa2LF,T172,D,C,P,0.0,0.0
87210,Xa2LF,S101,R,C,P,0.0,0.0
87211,Xa2LF,S118,R,C,P,0.0,0.0
87212,Xa2LG,T110,D,C,P,0.0,0.0
87213,Xa2LG,T111,A,C,P,0.0,0.0
87214,Xa2LG,S407,R,C,P,0.0,0.0
87215,Xa2LG,S408,R,C,P,0.0,0.0
87216,Xa2LG,S409,R,C,P,0.0,0.0
87217,Xa2LG,S41,R,M,P,0.0,0.0
87218,Xa2LG,S507,R,C,P,0.0,0.0
87219,Xa2LG,S508,R,C,P,0.0,0.0
87220,Xa2LG,S509,R,C,P,0.0,0.0
87221,Xa2LG,S51,R,M,P,0.0,0.0
87222,Xa2LH,S409,D,C,P,0.0,0.0
87223,Xa2LH,S407,A,C,P,0.0,0.0
87224,Xa2LH,S408,A,C,P,0.0,0.0
87225,Xa2LH,S410,R,C,P,0.0,0.0
87226,Xa2LH,S417,R,C,P,0.0,0.0
87227,Xa2LI,S409,D,C,P,0.0,0.0
87228,Xa2LI,S407,A,C,P,0.0,0.0
87229,Xa2LI,S408,A,C,P,0.0,0.0
87230,Xa2LI,S417,R,C,P,0.0,0.0
87231,Xa2LI,S418,R,C,P,0.0,0.0
87232,Xa2LJ,S409,D,C,P,0.0,0.0
87233,Xa2LJ,S407,A,C,P,0.0,0.0
87234,Xa2LJ,S408,A,C,P,0.0,0.0
87235,Xa2LJ,S411,R,C,P,0.0,0.0
87236,Xa2LJ,S417,R,C,P,0.0,0.0
87237,Xa2LK,S508,D,C,P,0.0,0.0
87238,Xa2LK,S507,A,C,P,0.0,0.0
87239,Xa2LK,S510,R,C,P,0.0,0.0
87240,Xa2LK,S517,R,C,P,0.0,0.0
87241,Xa2LL,S509,D,C,P,0.0,0.0
87242,Xa2LL,S507,A,C,P,0.0,0.0
87243,Xa2LL,S508,A,C,P,0.0,0.0
87244,Xa2LL,S51,R,M,P,0.0,0.0
87245,Xa2LM,S609,D,C,P,0.0,0.0
87246,Xa2LM,S607,A,C,P,0.0,0.0
87247,Xa2LM,S608,A,C,P,0.0,0.0
87248,Xa2LM,S617,R,C,P,0.0,0.0
87249,Xa2LM,S618,R,C,P,0.0,0.0
87250,Xa2LM,S619,R,C,P,0.0,0.0
87251,Xa2LN,S609,D,C,P,0.0,0.0
87252,Xa2LN,S607,A,C,P,0.0,0.0
87253,Xa2LN,S608,A,C,P,0.0,0.0
87254,Xa2LN,S61,R,M,P,0.0,0.0
87255,Xa2LO,S608,D,C,P,0.0,0.0
87256,Xa2LO,S607,A,C,P,0.0,0.0
87257,Xa2LO,S617,R,C,P,0.0,0.0
87258,Xa2LO,S618,R,C,P,0.0,0.0
87259,Xa2LP,S609,D,C,P,0.0,0.0
87260,Xa2LP,S607,A,C,P,0.0,0.0
87261,Xa2LP,S608,A,C,P,0.0,0.0
87262,Xa2LP,S617,R,C,P,0.0,0.0
87263,Xa2LP,S618,R,C,P,0.0,0.0
87264,Xa2LQ,S609,D,C,P,0.0,0.0
87265,Xa2LQ,S607,A,C,P,0.0,0.0
87266,Xa2LQ,S608,A,C,P,0.0,0.0
87267,Xa2LQ,S610,R,C,P,0.0,0.0
87268,Xa2LQ,S611,R,C,P,0.0,0.0
87269,Xa2LQ,S617,R,C,P,0.0,0.0
87270,Xa2LR,S609,D,C,P,0.0,0.0
87271,Xa2LR,S607,A,C,P,0.0,0.0
87272,Xa2LR,S610,R,C,P,0.0,0.0
87273,Xa2LR,S611,R,C,P,0.0,0.0
87274,Xa2LR,S617,R,C,P,0.0,0.0
87275,Xa2LS,T090,D,C,P,0.0,0.0
87276,Xa2LS,T091,A,C,P,0.0,0.0
87277,Xa2LT,S204,D,C,P,0.0,0.0
87278,Xa2LT,S207,A,C,P,0.0,0.0
87279,Xa2LT,S212,R,C,P,0.0,0.0
87280,Xa2LT,S217,R,C,P,0.0,0.0
87281,Xa2LT,S307,R,C,P,0.0,0.0
87282,Xa2LT,S308,R,C,P,0.0,0.0
87283,Xa2LT,S309,R,C,P,0.0,0.0
87284,Xa2LT,S310,R,C,P,0.0,0.0
87285,Xa2LT,S317,R,C,P,0.0,0.0
87286,Xa2LU,S208,D,C,P,0.0,0.0
87287,Xa2LU,S203,A,C,P,0.0,0.0
87288,Xa2LU,S207,A,C,P,0.0,0.0
87289,Xa2LU,S211,R,C,P,0.0,0.0
87290,Xa2LU,S212,R,C,P,0.0,0.0
87291,Xa2LU,S217,R,C,P,0.0,0.0
87292,Xa2LU,S219,R,C,P,0.0,0.0
87293,Xa2LV,S201,D,C,P,0.0,0.0
87294,Xa2LV,S207,A,C,P,0.0,0.0
87295,Xa2LV,S210,R,C,P,0.0,0.0
87296,Xa2LW,S309,D,C,P,0.0,0.0
87297,Xa2LW,S307,A,C,P,0.0,0.0
87298,Xa2LW,S308,A,C,P,0.0,0.0
87299,Xa2LW,S311,R,C,P,0.0,0.0
87300,Xa2LW,S317,R,C,P,0.0,0.0
87301,Xa2LW,S318,R,C,P,0.0,0.0
87302,Xa2LX,S308,D,C,P,0.0,0.0
87303,Xa2LX,S307,A,C,P,0.0,0.0
87304,Xa2LX,S310,R,C,P,0.0,0.0
87305,Xa2LX,S317,R,C,P,0.0,0.0
87306,Xa2LY,S308,D,C,P,0.0,0.0
87307,Xa2LY,S307,A,C,P,0.0,0.0
87308,Xa2LY,S312,R,C,P,0.0,0.0
87309,Xa2LY,S313,R,C,P,0.0,0.0
87310,Xa2LY,S314,R,C,P,0.0,0.0
87311,Xa2LY,S315,R,C,P,0.0,0.0
87312,Xa2LZ,T130,D,C,P,0.0,0.0
87313,Xa2LZ,T131,A,C,P,0.0,0.0
87314,Xa2LZ,S707,R,C,P,0.0,0.0
87315,Xa2LZ,S708,R,C,P,0.0,0.0
87316,Xa2LZ,S709,R,C,P,0.0,0.0
87317,Xa2LZ,S711,R,C,P,0.0,0.0
87318,Xa2LZ,S717,R,C,P,0.0,0.0
87319,Xa2LZ,S807,R,C,P,0.0,0.0
87320,Xa2LZ,S808,R,C,P,0.0,0.0
87321,Xa2LZ,S809,R,C,P,0.0,0.0
87322,Xa2LZ,S81,R,M,P,0.0,0.0
87323,Xa2La,S308,D,C,P,0.0,0.0
87324,Xa2La,S307,A,C,P,0.0,0.0
87325,Xa2La,S310,R,C,P,0.0,0.0
87326,Xa2La,S317,R,C,P,0.0,0.0
87327,Xa2Lb,S709,D,C,P,0.0,0.0
87328,Xa2Lb,S707,A,C,P,0.0,0.0
87329,Xa2Lb,S708,A,C,P,0.0,0.0
87330,Xa2Lb,S710,R,C,P,0.0,0.0
87331,Xa2Lb,S717,R,C,P,0.0,0.0
87332,Xa2Lc,S308,D,C,P,0.0,0.0
87333,Xa2Lc,S307,A,C,P,0.0,0.0
87334,Xa2Lc,S317,R,C,P,0.0,0.0
87335,Xa2Lc,S318,R,C,P,0.0,0.0
87336,Xa2Ld,S709,D,C,P,0.0,0.0
87337,Xa2Ld,S707,A,C,P,0.0,0.0
87338,Xa2Ld,S708,A,C,P,0.0,0.0
87339,Xa2Ld,S711,R,C,P,0.0,0.0
87340,Xa2Ld,S717,R,C,P,0.0,0.0
87341,Xa2Le,S809,D,C,P,0.0,0.0
87342,Xa2Le,S807,A,C,P,0.0,0.0
87343,Xa2Le,S808,A,C,P,0.0,0.0
87344,Xa2Le,S810,R,C,P,0.0,0.0
87345,Xa2Le,S817,R,C,P,0.0,0.0
87346,Xa2Lf,S809,D,C,P,0.0,0.0
87347,Xa2Lf,S807,A,C,P,0.0,0.0
87348,Xa2Lf,S808,A,C,P,0.0,0.0
87349,Xa2Lf,S81,R,M,P,0.0,0.0
87350,Xa2Lg,S809,D,C,P,0.0,0.0
87351,Xa2Lg,S807,A,C,P,0.0,0.0
87352,Xa2Lg,S808,A,C,P,0.0,0.0
87353,Xa2Lg,S817,R,C,P,0.0,0.0
87354,Xa2Lg,S818,R,C,P,0.0,0.0
87355,Xa2Lh,S809,D,C,P,0.0,0.0
87356,Xa2Lh,S807,A,C,P,0.0,0.0
87357,Xa2Lh,S808,A,C,P,0.0,0.0
87358,Xa2Lh,S817,R,C,P,0.0,0.0
87359,Xa2Lh,S818,R,C,P,0.0,0.0
87360,Xa2Li,S909,D,C,P,0.0,0.0
87361,Xa2Li,S907,A,C,P,0.0,0.0
87362,Xa2Li,S908,A,C,P,0.0,0.0
87363,Xa2Li,S910,R,C,P,0.0,0.0
87364,Xa2Li,S917,R,C,P,0.0,0.0
87365,Xa2Lj,S909,D,C,P,0.0,0.0
87366,Xa2Lj,S907,A,C,P,0.0,0.0
87367,Xa2Lj,S908,A,C,P,0.0,0.0
87368,Xa2Lj,S91,R,M,P,0.0,0.0
87369,Xa2Lk,S909,D,C,P,0.0,0.0
87370,Xa2Lk,S907,A,C,P,0.0,0.0
87371,Xa2Lk,S908,A,C,P,0.0,0.0
87372,Xa2Lk,S911,R,C,P,0.0,0.0
87373,Xa2Lk,S912,R,C,P,0.0,0.0
87374,Xa2Lk,S917,R,C,P,0.0,0.0
87375,Xa2Ll,S909,D,C,P,0.0,0.0
87376,Xa2Ll,S907,A,C,P,0.0,0.0
87377,Xa2Ll,S908,A,C,P,0.0,0.0
87378,Xa2Ll,S911,R,C,P,0.0,0.0
87379,Xa2Ll,S912,R,C,P,0.0,0.0
87380,Xa2Ll,S917,R,C,P,0.0,0.0
87381,Xa2Lm,S909,D,C,P,0.0,0.0
87382,Xa2Lm,S907,A,C,P,0.0,0.0
87383,Xa2Lm,S908,A,C,P,0.0,0.0
87384,Xa2Lm,S913,R,C,P,0.0,0.0
87385,Xa2Lm,S917,R,C,P,0.0,0.0
87386,Xa2Ln,S909,D,C,P,0.0,0.0
87387,Xa2Ln,S907,A,C,P,0.0,0.0
87388,Xa2Ln,S908,A,C,P,0.0,0.0
87389,Xa2Ln,S913,R,C,P,0.0,0.0
87390,Xa2Ln,S917,R,C,P,0.0,0.0
87391,Xa2Lo,S909,D,C,P,0.0,0.0
87392,Xa2Lo,S907,A,C,P,0.0,0.0
87393,Xa2Lo,S908,A,C,P,0.0,0.0
87394,Xa2Lo,S913,R,C,P,0.0,0.0
87395,Xa2Lo,S917,R,C,P,0.0,0.0
87396,Xa2Lp,T140,G,C,P,0.0,0.0
87397,Xa2Lq,T000,G,C,P,0.0,0.0
87398,Xa2Lr,S009,D,C,P,0.0,0.0
87399,Xa2Lr,S00,A,M,P,0.0,0.0
87400,Xa2Ls,S108,D,C,P,0.0,0.0
87401,Xa2Ls,S107,A,C,P,0.0,0.0
87402,Xa2Lt,T110,G,C,P,0.0,0.0
87403,Xa2Lu,S408,D,C,P,0.0,0.0
87404,Xa2Lu,S407,A,C,P,0.0,0.0
87405,Xa2Lv,S408,D,C,P,0.0,0.0
87406,Xa2Lv,S407,A,C,P,0.0,0.0
87407,Xa2Lw,S408,D,C,P,0.0,0.0
87408,Xa2Lw,S407,A,C,P,0.0,0.0
87409,Xa2Lx,S508,D,C,P,0.0,0.0
87410,Xa2Lx,S507,A,C,P,0.0,0.0
87411,Xa2Ly,S508,D,C,P,0.0,0.0
87412,Xa2Ly,S507,A,C,P,0.0,0.0
87413,Xa2Lz,S608,D,C,P,0.0,0.0
87414,Xa2Lz,S607,A,C,P,0.0,0.0
87415,Xa2M0,S608,D,C,P,0.0,0.0
87416,Xa2M0,S607,A,C,P,0.0,0.0
87417,Xa2M1,S608,D,C,P,0.0,0.0
87418,Xa2M1,S607,A,C,P,0.0,0.0
87419,Xa2M2,S608,D,C,P,0.0,0.0
87420,Xa2M2,S607,A,C,P,0.0,0.0
87421,Xa2M3,S609,D,C,P,0.0,0.0
87422,Xa2M3,S607,A,C,P,0.0,0.0
87423,Xa2M4,S609,D,C,P,0.0,0.0
87424,Xa2M4,S607,A,C,P,0.0,0.0
87425,Xa2M5,S609,D,C,P,0.0,0.0
87426,Xa2M5,S607,A,C,P,0.0,0.0
87427,Xa2M6,S609,D,C,P,0.0,0.0
87428,Xa2M6,S607,A,C,P,0.0,0.0
87429,Xa2M7,T090,G,C,P,0.0,0.0
87430,Xa2M8,T090,D,C,P,0.0,0.0
87431,Xa2M8,S204,R,C,P,0.0,0.0
87432,Xa2M8,S309,R,C,P,0.0,0.0
87433,Xa2M9,S208,D,C,P,0.0,0.0
87434,Xa2M9,S207,A,C,P,0.0,0.0
87435,Xa2MA,S201,G,C,P,0.0,0.0
87436,Xa2MB,S308,D,C,P,0.0,0.0
87437,Xa2MB,S307,A,C,P,0.0,0.0
87438,Xa2MC,S308,D,C,P,0.0,0.0
87439,Xa2MC,S307,A,C,P,0.0,0.0
87440,Xa2MD,S308,D,C,P,0.0,0.0
87441,Xa2MD,S307,A,C,P,0.0,0.0
87442,Xa2ME,T130,D,C,P,0.0,0.0
87443,Xa2ME,T008,R,C,P,0.0,0.0
87444,Xa2MF,S308,D,C,P,0.0,0.0
87445,Xa2MF,S307,A,C,P,0.0,0.0
87446,Xa2MG,S708,D,C,P,0.0,0.0
87447,Xa2MG,S707,A,C,P,0.0,0.0
87448,Xa2MH,S308,D,C,P,0.0,0.0
87449,Xa2MH,S307,A,C,P,0.0,0.0
87450,Xa2MI,S708,D,C,P,0.0,0.0
87451,Xa2MI,S707,A,C,P,0.0,0.0
87452,Xa2MJ,S808,D,C,P,0.0,0.0
87453,Xa2MJ,S807,A,C,P,0.0,0.0
87454,Xa2MK,S808,D,C,P,0.0,0.0
87455,Xa2MK,S807,A,C,P,0.0,0.0
87456,Xa2ML,S808,D,C,P,0.0,0.0
87457,Xa2ML,S807,A,C,P,0.0,0.0
87458,Xa2MM,S808,D,C,P,0.0,0.0
87459,Xa2MM,S807,A,C,P,0.0,0.0
87460,Xa2MN,S908,D,C,P,0.0,0.0
87461,Xa2MN,S907,A,C,P,0.0,0.0
87462,Xa2MO,S908,D,C,P,0.0,0.0
87463,Xa2MO,S907,A,C,P,0.0,0.0
87464,Xa2MP,S908,D,C,P,0.0,0.0
87465,Xa2MP,S907,A,C,P,0.0,0.0
87466,Xa2MQ,S998,D,C,P,0.0,0.0
87467,Xa2MQ,S997,A,C,P,0.0,0.0
87468,Xa2MR,S908,D,C,P,0.0,0.0
87469,Xa2MR,S907,A,C,P,0.0,0.0
87470,Xa2MS,S908,D,C,P,0.0,0.0
87471,Xa2MS,S907,A,C,P,0.0,0.0
87472,Xa2MT,S908,D,C,P,0.0,0.0
87473,Xa2MT,S907,A,C,P,0.0,0.0
87474,Xa2MU,S908,D,C,P,0.0,0.0
87475,Xa2MU,S907,A,C,P,0.0,0.0
87476,Xa2MV,T000,G,C,P,0.0,0.0
87477,Xa2MW,S009,D,C,P,0.0,0.0
87478,Xa2MW,S00,A,M,P,0.0,0.0
87479,Xa2MW,T634,R,C,P,0.0,0.0
87480,Xa2MX,S008,D,C,P,0.0,0.0
87481,Xa2MX,S007,A,C,P,0.0,0.0
87482,Xa2MX,T634,R,C,P,0.0,0.0
87483,Xa2MY,S002,D,C,P,0.0,0.0
87484,Xa2MY,S007,A,C,P,0.0,0.0
87485,Xa2MY,T634,R,C,P,0.0,0.0
87486,Xa2MZ,S004,D,C,P,0.0,0.0
87487,Xa2MZ,S007,A,C,P,0.0,0.0
87488,Xa2MZ,T634,R,C,P,0.0,0.0
87489,Xa2Ma,S003,D,C,P,0.0,0.0
87490,Xa2Ma,S007,A,C,P,0.0,0.0
87491,Xa2Ma,T634,R,C,P,0.0,0.0
87492,Xa2Mb,S008,D,C,P,0.0,0.0
87493,Xa2Mb,S005,A,C,P,0.0,0.0
87494,Xa2Mb,T634,R,C,P,0.0,0.0
87495,Xa2Mc,S005,D,C,P,0.0,0.0
87496,Xa2Mc,S007,A,C,P,0.0,0.0
87497,Xa2Mc,T634,R,C,P,0.0,0.0
87498,Xa2Md,S101,D,C,P,0.0,0.0
87499,Xa2Md,S107,A,C,P,0.0,0.0
87500,Xa2Md,T634,R,C,P,0.0,0.0
87501,Xa2Me,T110,D,C,P,0.0,0.0
87502,Xa2Me,T006,R,C,P,0.0,0.0
87503,Xa2Me,T634,R,C,P,0.0,0.0
87504,Xa2Mf,T634,D,C,P,0.0,0.0
87505,Xa2Mf,S607,R,C,P,0.0,0.0
87506,Xa2Mf,S608,R,C,P,0.0,0.0
87507,Xa2Mg,S608,D,C,P,0.0,0.0
87508,Xa2Mg,S607,A,C,P,0.0,0.0
87509,Xa2Mg,T634,R,C,P,0.0,0.0
87510,Xa2Mh,S608,D,C,P,0.0,0.0
87511,Xa2Mh,S607,A,C,P,0.0,0.0
87512,Xa2Mh,T634,R,C,P,0.0,0.0
87513,Xa2Mi,S609,D,C,P,0.0,0.0
87514,Xa2Mi,S607,A,C,P,0.0,0.0
87515,Xa2Mi,T634,R,C,P,0.0,0.0
87516,Xa2Mj,S609,D,C,P,0.0,0.0
87517,Xa2Mj,S607,A,C,P,0.0,0.0
87518,Xa2Mj,T634,R,C,P,0.0,0.0
87519,Xa2Mk,T090,D,C,P,0.0,0.0
87520,Xa2Mk,T634,R,C,P,0.0,0.0
87521,Xa2Ml,S309,D,C,P,0.0,0.0
87522,Xa2Ml,S307,A,C,P,0.0,0.0
87523,Xa2Ml,T634,R,C,P,0.0,0.0
87524,Xa2Mm,S308,D,C,P,0.0,0.0
87525,Xa2Mm,S307,A,C,P,0.0,0.0
87526,Xa2Mm,T634,R,C,P,0.0,0.0
87527,Xa2Mn,T130,D,C,P,0.0,0.0
87528,Xa2Mn,T006,R,C,P,0.0,0.0
87529,Xa2Mn,T008,R,C,P,0.0,0.0
87530,Xa2Mn,T634,R,C,P,0.0,0.0
87531,Xa2Mo,S908,D,C,P,0.0,0.0
87532,Xa2Mo,S907,A,C,P,0.0,0.0
87533,Xa2Mo,T634,R,C,P,0.0,0.0
87534,Xa2Mp,S908,D,C,P,0.0,0.0
87535,Xa2Mp,S907,A,C,P,0.0,0.0
87536,Xa2Mp,T634,R,C,P,0.0,0.0
87537,Xa2Mq,S908,D,C,P,0.0,0.0
87538,Xa2Mq,S907,A,C,P,0.0,0.0
87539,Xa2Mq,T634,R,C,P,0.0,0.0
87540,Xa2Mr,S908,D,C,P,0.0,0.0
87541,Xa2Mr,S907,A,C,P,0.0,0.0
87542,Xa2Mr,T634,R,C,P,0.0,0.0
87543,Xa2Ms,T140,G,C,P,0.0,0.0
87544,Xa2Mt,T140,G,C,P,0.0,0.0
87545,Xa2Mu,T000,G,C,P,0.0,0.0
87546,Xa2Mv,T110,D,C,P,0.0,0.0
87547,Xa2Mv,T006,R,C,P,0.0,0.0
87548,Xa2Mv,T634,R,C,P,0.0,0.0
87549,Xa2Mw,S608,D,C,P,0.0,0.0
87550,Xa2Mw,S607,A,C,P,0.0,0.0
87551,Xa2Mw,T634,R,C,P,0.0,0.0
87552,Xa2Mx,S608,D,C,P,0.0,0.0
87553,Xa2Mx,S607,A,C,P,0.0,0.0
87554,Xa2Mx,T634,R,C,P,0.0,0.0
87555,Xa2My,S609,D,C,P,0.0,0.0
87556,Xa2My,S607,A,C,P,0.0,0.0
87557,Xa2My,T634,R,C,P,0.0,0.0
87558,Xa2Mz,S309,D,C,P,0.0,0.0
87559,Xa2Mz,S307,A,C,P,0.0,0.0
87560,Xa2Mz,T634,R,C,P,0.0,0.0
87561,Xa2N0,S308,D,C,P,0.0,0.0
87562,Xa2N0,S307,A,C,P,0.0,0.0
87563,Xa2N0,T634,R,C,P,0.0,0.0
87564,Xa2N1,S908,D,C,P,0.0,0.0
87565,Xa2N1,S907,A,C,P,0.0,0.0
87566,Xa2N1,T634,R,C,P,0.0,0.0
87567,Xa2N2,S908,D,C,P,0.0,0.0
87568,Xa2N2,S907,A,C,P,0.0,0.0
87569,Xa2N2,T634,R,C,P,0.0,0.0
87570,Xa2N3,T141,D,C,P,0.0,0.0
87571,Xa2N3,S01,R,M,P,0.0,0.0
87572,Xa2N3,S11,R,M,P,0.0,0.0
87573,Xa2N3,S21,R,M,P,0.0,0.0
87574,Xa2N3,S31,R,M,P,0.0,0.0
87575,Xa2N3,S41,R,M,P,0.0,0.0
87576,Xa2N3,S51,R,M,P,0.0,0.0
87577,Xa2N3,S61,R,M,P,0.0,0.0
87578,Xa2N3,S71,R,M,P,0.0,0.0
87579,Xa2N3,S81,R,M,P,0.0,0.0
87580,Xa2N3,S91,R,M,P,0.0,0.0
