,read_code,icd10_code,mapping_status,refine_flag,add_code_flag,element_num,block_num
0,123..,Z831,D,C,M,0.0,0.0
1,123..,Z830,A,C,M,0.0,0.0
2,1231.,Z831,G,C,M,0.0,0.0
3,1232.,Z831,G,C,M,0.0,0.0
4,1233.,Z831,G,C,M,0.0,0.0
5,1244.,Z848,G,C,M,0.0,0.0
6,1246.,Z848,G,C,M,0.0,0.0
7,1247.,Z848,G,C,M,0.0,0.0
8,1248.,Z806,G,C,M,0.0,0.0
9,124C.,Z804,G,C,M,0.0,0.0
10,124D.,Z848,G,C,M,0.0,0.0
11,124E.,Z848,G,C,M,0.0,0.0
12,125..,Z834,G,C,M,0.0,0.0
13,1251.,Z834,G,C,M,0.0,0.0
14,1252.,Z833,G,C,M,0.0,0.0
15,126..,Z834,G,C,M,0.0,0.0
16,1261.,Z834,G,C,M,0.0,0.0
17,1263.,Z826,G,C,M,0.0,0.0
18,1264.,Z834,G,C,M,0.0,0.0
19,1265.,Z834,G,C,M,0.0,0.0
20,1266.,Z834,G,C,M,0.0,0.0
21,1267.,Z834,G,C,M,0.0,0.0
22,1268.,Z826,G,C,M,0.0,0.0
23,1269.,Z834,G,C,M,0.0,0.0
24,127..,Z832,G,C,M,0.0,0.0
25,1272.,Z832,G,C,M,0.0,0.0
26,1273.,Z832,G,C,M,0.0,0.0
27,1274.,Z832,G,C,M,0.0,0.0
28,1275.,Z832,G,C,M,0.0,0.0
29,128..,Z818,G,C,M,0.0,0.0
30,1281.,Z818,G,C,M,0.0,0.0
31,1283.,Z813,G,C,M,0.0,0.0
32,1284.,Z818,G,C,M,0.0,0.0
33,1285.,Z818,G,C,M,0.0,0.0
34,1287.,Z818,G,C,M,0.0,0.0
35,1288.,Z818,G,C,M,0.0,0.0
36,1289.,Z818,G,C,M,0.0,0.0
37,1291.,Z820,G,C,M,0.0,0.0
38,1292.,Z820,G,C,M,0.0,0.0
39,1293.,Z820,G,C,M,0.0,0.0
40,1294.,Z820,G,C,M,0.0,0.0
41,1295.,Z820,G,C,M,0.0,0.0
42,1296.,Z820,G,C,M,0.0,0.0
43,1297.,Z820,G,C,M,0.0,0.0
44,1298.,Z820,G,C,M,0.0,0.0
45,1299.,Z820,G,C,M,0.0,0.0
46,12A..,Z835,D,C,M,0.0,0.0
47,12A..,Z808,R,C,M,0.0,0.0
48,12A..,Z821,R,C,M,0.0,0.0
49,12A1.,Z835,G,C,M,0.0,0.0
50,12A2.,Z835,G,C,M,0.0,0.0
51,12A4.,Z835,G,C,M,0.0,0.0
52,12AZ.,Z835,G,C,M,0.0,0.0
53,12B..,Z835,G,C,M,0.0,0.0
54,12B1.,Z822,G,C,M,0.0,0.0
55,12B2.,Z835,G,C,M,0.0,0.0
56,12BZ.,Z835,G,C,M,0.0,0.0
57,12C1.,Z824,G,C,M,0.0,0.0
58,12C6.,Z824,G,C,M,0.0,0.0
59,12C7.,Z820,G,C,M,0.0,0.0
60,12C8.,Z824,G,C,M,0.0,0.0
61,12CZ.,Z824,G,C,M,0.0,0.0
62,12D2.,Z825,G,C,M,0.0,0.0
63,12D3.,Z836,G,C,M,0.0,0.0
64,12D4.,Z836,G,C,M,0.0,0.0
65,12DZ.,Z836,D,C,M,0.0,0.0
66,12DZ.,Z825,R,C,M,0.0,0.0
67,12E..,Z837,G,C,M,0.0,0.0
68,12E5.,Z837,G,C,M,0.0,0.0
69,12EZ.,Z837,G,C,M,0.0,0.0
70,12F1.,Z827,G,C,M,0.0,0.0
71,12F2.,Z842,G,C,M,0.0,0.0
72,12F3.,Z842,G,C,M,0.0,0.0
73,12F4.,Z842,G,C,M,0.0,0.0
74,12F5.,Z842,G,C,M,0.0,0.0
75,12F6.,Z834,G,C,M,0.0,0.0
76,12F7.,Z834,G,C,M,0.0,0.0
77,12F8.,Z834,G,C,M,0.0,0.0
78,12F9.,Z842,G,C,M,0.0,0.0
79,12G..,Z848,G,C,M,0.0,0.0
80,12G1.,Z824,G,C,M,0.0,0.0
81,12G2.,Z833,G,C,M,0.0,0.0
82,12G3.,Z818,G,C,M,0.0,0.0
83,12H..,Z840,G,C,M,0.0,0.0
84,12H1.,Z840,G,C,M,0.0,0.0
85,12H2.,Z840,G,C,M,0.0,0.0
86,12H3.,Z840,G,C,M,0.0,0.0
87,12H4.,Z840,G,C,M,0.0,0.0
88,12HZ.,Z840,G,C,M,0.0,0.0
89,12I1.,Z826,G,C,M,0.0,0.0
90,12I2.,Z826,G,C,M,0.0,0.0
91,12I3.,Z826,G,C,M,0.0,0.0
92,12IZ.,Z826,G,C,M,0.0,0.0
93,12J..,Z827,G,C,M,0.0,0.0
94,12J1.,Z827,G,C,M,0.0,0.0
95,12J2.,Z827,G,C,M,0.0,0.0
96,12J4.,Z827,G,C,M,0.0,0.0
97,12J5.,Z827,G,C,M,0.0,0.0
98,12J6.,Z827,G,C,M,0.0,0.0
99,12J7.,Z827,G,C,M,0.0,0.0
100,12J8.,Z827,G,C,M,0.0,0.0
101,12JZ.,Z827,G,C,M,0.0,0.0
102,12L4.,Z822,G,C,M,0.0,0.0
103,12R..,Z848,G,C,M,0.0,0.0
104,12Z1.,Z848,G,C,M,0.0,0.0
105,12Z2.,Z848,G,C,M,0.0,0.0
106,12Z4.,Z848,G,C,M,0.0,0.0
107,12ZZ.,Z843,E,C,M,0.0,0.0
108,1335.,Z634,G,C,M,0.0,0.0
109,133B.,Z762,G,C,C,0.0,0.0
110,133C.,Z634,G,C,M,0.0,0.0
111,1364.,Z721,G,C,M,0.0,0.0
112,1365.,Z721,G,C,M,0.0,0.0
113,136K.,F100,D,C,C,0.0,0.0
114,136K.,F102,A,C,C,0.0,0.0
115,1373.,F171,G,C,C,0.0,0.0
116,1374.,F171,G,C,C,0.0,0.0
117,1375.,F171,G,C,C,0.0,0.0
118,1376.,F171,G,C,C,0.0,0.0
119,1377.,Z864,G,C,M,0.0,0.0
120,1378.,Z864,G,C,M,0.0,0.0
121,1379.,Z864,G,C,M,0.0,0.0
122,137A.,Z864,G,C,M,0.0,0.0
123,137B.,Z864,G,C,M,0.0,0.0
124,137F.,Z864,G,C,M,0.0,0.0
125,137H.,F171,G,C,C,0.0,0.0
126,137I.,Z587,G,C,M,0.0,0.0
127,137J.,F171,G,C,C,0.0,0.0
128,137K.,Z864,G,C,M,0.0,0.0
129,137N.,Z864,G,C,M,0.0,0.0
130,137O.,Z864,G,C,M,0.0,0.0
131,137R.,F172,G,C,C,0.0,0.0
132,13CE.,R268,D,C,C,0.0,0.0
133,13CE.,R262,A,C,C,0.0,0.0
134,13CE.,R263,A,C,C,0.0,0.0
135,13CE.,Z740,R,C,M,0.0,0.0
136,13D3.,Z590,G,C,M,0.0,0.0
137,13F2.,Z602,G,C,M,0.0,0.0
138,13F3.,Z602,G,C,M,0.0,0.0
139,13F31,Z602,G,C,M,0.0,0.0
140,13FF.,Z598,D,C,M,0.0,0.0
141,13FF.,Z590,A,C,M,0.0,0.0
142,13FF2,Z598,D,C,M,0.0,0.0
143,13FF2,Z590,A,C,M,0.0,0.0
144,13G1.,Z741,D,C,M,0.0,0.0
145,13G1.,Z742,A,C,M,0.0,0.0
146,13G2.,Z741,D,C,M,0.0,0.0
147,13G2.,Z742,A,C,M,0.0,0.0
148,13G4.,Z719,G,C,C,0.0,0.0
149,13G61,Z741,D,C,M,0.0,0.0
150,13G61,Z74,A,M,M,0.0,0.0
151,13H2.,Z635,G,C,M,0.0,0.0
152,13H31,Z635,G,C,M,0.0,0.0
153,13H41,Z635,G,C,M,0.0,0.0
154,13H8.,Z640,D,C,M,0.0,0.0
155,13H8.,Z357,R,C,C,0.0,0.0
156,13HA.,Z918,G,C,M,0.0,0.0
157,13HB.,Z635,G,C,M,0.0,0.0
158,13HC.,Z918,G,C,M,0.0,0.0
159,13HD.,Z630,G,C,M,0.0,0.0
160,13HM2,Z653,G,C,M,0.0,0.0
161,13HM5,Z653,G,C,M,0.0,0.0
162,13HM6,Z653,G,C,M,0.0,0.0
163,13HM7,Z653,G,C,M,0.0,0.0
164,13HP.,Z639,G,C,M,0.0,0.0
165,13HP0,Z630,G,C,M,0.0,0.0
166,13HP1,Z630,G,C,M,0.0,0.0
167,13HP3,Z639,G,C,M,0.0,0.0
168,13HP4,Z631,G,C,M,0.0,0.0
169,13HP5,Z631,G,C,M,0.0,0.0
170,13HP7,Z639,G,C,M,0.0,0.0
171,13HR.,Z653,G,C,M,0.0,0.0
172,13HV.,Z630,G,C,M,0.0,0.0
173,13HV1,Z630,G,C,M,0.0,0.0
174,13HV2,Z630,G,C,M,0.0,0.0
175,13HV4,Z630,G,C,M,0.0,0.0
176,13I7.,Z653,G,C,M,0.0,0.0
177,13I71,Z653,G,C,M,0.0,0.0
178,13ICZ,Z638,D,C,C,0.0,0.0
179,13ICZ,Z614,R,C,M,0.0,0.0
180,13ICZ,Z615,R,C,M,0.0,0.0
181,13ICZ,Z616,R,C,M,0.0,0.0
182,13IF.,Z618,D,C,M,0.0,0.0
183,13IF.,Z614,A,C,M,0.0,0.0
184,13IF.,Z615,A,C,M,0.0,0.0
185,13IF.,Z616,A,C,M,0.0,0.0
186,13IG.,Z638,G,C,C,0.0,0.0
187,13IJ.,Z622,D,C,M,0.0,0.0
188,13IJ.,F942,R,C,C,0.0,0.0
189,13IJ.,Z611,R,C,M,0.0,0.0
190,13J2.,Z560,G,C,M,0.0,0.0
191,13J7.,Z560,G,C,M,0.0,0.0
192,13J70,Z560,G,C,M,0.0,0.0
193,13J71,Z560,G,C,M,0.0,0.0
194,13J8.,Z566,G,C,M,0.0,0.0
195,13JC.,Z566,G,C,M,0.0,0.0
196,13JE.,Z567,G,C,M,0.0,0.0
197,13JG.,Z566,G,C,M,0.0,0.0
198,13JI.,Z567,D,C,M,0.0,0.0
199,13JI.,Z56,A,M,M,0.0,0.0
200,13JJ.,Z567,G,C,M,0.0,0.0
201,13K1.,Z738,G,C,C,0.0,0.0
202,13K10,Z738,G,C,C,0.0,0.0
203,13K3.,Z596,D,C,M,0.0,0.0
204,13K3.,Z595,A,C,M,0.0,0.0
205,13K4.,Z738,G,C,C,0.0,0.0
206,13L5.,Z848,G,C,M,0.0,0.0
207,13M..,Z634,G,C,M,0.0,0.0
208,13M1.,Z634,G,C,M,0.0,0.0
209,13M2.,Z634,G,C,M,0.0,0.0
210,13M3.,R959,D,C,C,0.0,0.0
211,13M3.,R95,A,M,C,0.0,0.0
212,13M5.,Z634,G,C,M,0.0,0.0
213,13M6.,Z634,G,C,M,0.0,0.0
214,13M7.,Z634,G,C,M,0.0,0.0
215,13M8.,Z634,G,C,M,0.0,0.0
216,13M9.,Z634,G,C,M,0.0,0.0
217,13MA.,Z634,G,C,M,0.0,0.0
218,13MB.,Z818,G,C,M,0.0,0.0
219,13MC.,Z634,G,C,M,0.0,0.0
220,13MD.,Z634,G,C,M,0.0,0.0
221,13VD.,Z592,G,C,M,0.0,0.0
222,13W3.,T749,D,C,P,0.0,0.0
223,13W3.,T74,A,M,P,0.0,0.0
224,13W3.,Z614,R,C,M,0.0,0.0
225,13W3.,Z616,R,C,M,0.0,0.0
226,13W40,Z638,G,C,M,0.0,0.0
227,13W7.,Z653,G,C,M,0.0,0.0
228,13W8.,Z600,G,C,M,0.0,0.0
229,13WC.,Y079,G,C,M,0.0,0.0
230,13WE.,Z633,G,C,M,0.0,0.0
231,13WF1,Z812,G,C,M,0.0,0.0
232,13WF2,Z812,G,C,M,0.0,0.0
233,13WF3,Z812,G,C,M,0.0,0.0
234,13Z1.,Z550,G,C,M,0.0,0.0
235,13Z20,Z558,G,C,M,0.0,0.0
236,13Z3.,F739,D,C,C,0.0,0.0
237,13Z3.,F73,A,M,C,0.0,0.0
238,13Z3.,F70,R,M,C,0.0,0.0
239,13Z3.,F71,R,M,C,0.0,0.0
240,13Z3.,F72,R,M,C,0.0,0.0
241,13Z4C,F69X,G,C,C,0.0,0.0
242,13Z4E,F819,D,C,C,0.0,0.0
243,13Z4E,F81,A,M,C,0.0,0.0
244,13Z4F,Z558,G,C,M,0.0,0.0
245,13Z4K,Z552,G,C,M,0.0,0.0
246,13Z5.,Z559,D,C,M,0.0,0.0
247,13Z5.,Z550,A,C,M,0.0,0.0
248,13Z5.,Z558,A,C,M,0.0,0.0
249,13Z80,Z609,D,C,M,0.0,0.0
250,13Z80,Z60,A,M,M,0.0,0.0
251,13Z81,Z608,G,C,M,0.0,0.0
252,13Z9.,Z559,G,C,M,0.0,0.0
253,141..,Z861,G,C,M,0.0,0.0
254,1411.,Z861,G,C,M,0.0,0.0
255,1412.,Z861,G,C,M,0.0,0.0
256,1413.,Z861,G,C,M,0.0,0.0
257,1414.,Z861,G,C,M,0.0,0.0
258,1416.,Z861,G,C,M,0.0,0.0
259,1417.,Z861,G,C,M,0.0,0.0
260,1418.,Z861,G,C,M,0.0,0.0
261,1419.,Z861,G,C,M,0.0,0.0
262,141A.,Z861,G,C,M,0.0,0.0
263,141B.,Z861,G,C,M,0.0,0.0
264,14250,Z858,G,C,M,0.0,0.0
265,1429.,Z856,G,C,C,0.0,0.0
266,1431.,Z863,G,C,M,0.0,0.0
267,1432.,Z863,G,C,M,0.0,0.0
268,1434.,Z863,G,C,M,0.0,0.0
269,1441.,Z863,G,C,M,0.0,0.0
270,1442.,Z863,G,C,M,0.0,0.0
271,1443.,Z873,G,C,M,0.0,0.0
272,1444.,Z863,G,C,M,0.0,0.0
273,1451.,Z862,G,C,M,0.0,0.0
274,1452.,Z862,G,C,M,0.0,0.0
275,1453.,Z862,G,C,M,0.0,0.0
276,1455.,Z862,G,C,M,0.0,0.0
277,1456.,Z862,G,C,M,0.0,0.0
278,1457.,Z862,G,C,M,0.0,0.0
279,146..,Z865,G,C,M,0.0,0.0
280,1461.,Z865,G,C,M,0.0,0.0
281,1463.,Z864,G,C,M,0.0,0.0
282,1465.,Z865,G,C,M,0.0,0.0
283,1466.,Z865,G,C,M,0.0,0.0
284,1467.,Z865,G,C,M,0.0,0.0
285,1468.,Z914,G,C,M,0.0,0.0
286,1469.,Z865,G,C,M,0.0,0.0
287,146A.,Z915,G,C,M,0.0,0.0
288,1472.,Z866,G,C,M,0.0,0.0
289,1473.,Z866,G,C,M,0.0,0.0
290,1474.,Z866,G,C,M,0.0,0.0
291,1475.,Z866,G,C,M,0.0,0.0
292,1476.,Z866,G,C,M,0.0,0.0
293,148..,Z866,G,C,M,0.0,0.0
294,1481.,Z866,G,C,M,0.0,0.0
295,1482.,Z866,G,C,M,0.0,0.0
296,1483.,Z866,G,C,M,0.0,0.0
297,1484.,Z866,G,C,M,0.0,0.0
298,149..,Z866,G,C,M,0.0,0.0
299,1493.,Z866,G,C,M,0.0,0.0
300,14A1.,Z867,G,C,M,0.0,0.0
301,14A2.,Z867,G,C,M,0.0,0.0
302,14A3.,I252,G,C,C,0.0,0.0
303,14A4.,I252,G,C,C,0.0,0.0
304,14A5.,Z867,G,C,M,0.0,0.0
305,14A6.,Z867,G,C,M,0.0,0.0
306,14A81,Z867,G,C,M,0.0,0.0
307,14A9.,Z867,G,C,M,0.0,0.0
308,14AB.,Z866,G,C,M,0.0,0.0
309,14AC.,Z867,G,C,M,0.0,0.0
310,14AD.,Z867,G,C,M,0.0,0.0
311,14AE.,Z867,G,C,M,0.0,0.0
312,14AF.,Z867,G,C,M,0.0,0.0
313,14B..,Z870,G,C,M,0.0,0.0
314,14B1.,Z870,G,C,M,0.0,0.0
315,14B2.,Z870,G,C,M,0.0,0.0
316,14B4.,Z870,G,C,M,0.0,0.0
317,14B5.,Z870,G,C,M,0.0,0.0
318,14C2.,Z871,G,C,M,0.0,0.0
319,14C3.,Z871,G,C,M,0.0,0.0
320,14C5.,Z871,G,C,M,0.0,0.0
321,14C8.,Z871,G,C,M,0.0,0.0
322,14C9.,Z871,G,C,M,0.0,0.0
323,14CB.,Z860,G,C,M,0.0,0.0
324,14CC.,Z860,G,C,M,0.0,0.0
325,14D1.,Z874,G,C,M,0.0,0.0
326,14D2.,Z874,G,C,M,0.0,0.0
327,14D3.,Z874,G,C,M,0.0,0.0
328,14D4.,Z874,G,C,M,0.0,0.0
329,14D6.,Z874,G,C,M,0.0,0.0
330,14E..,Z874,G,C,M,0.0,0.0
331,14E1.,Z874,G,C,M,0.0,0.0
332,14E2.,Z874,G,C,M,0.0,0.0
333,14E4.,Z920,G,C,M,0.0,0.0
334,14F..,Z872,G,C,M,0.0,0.0
335,14F1.,Z872,G,C,M,0.0,0.0
336,14F2.,Z872,G,C,M,0.0,0.0
337,14G1.,Z873,G,C,M,0.0,0.0
338,14G2.,Z873,G,C,M,0.0,0.0
339,14G4.,Z873,G,C,M,0.0,0.0
340,14H..,Z877,G,C,M,0.0,0.0
341,14H1.,Z877,G,C,M,0.0,0.0
342,14H2.,Z877,G,C,M,0.0,0.0
343,14H3.,Z877,G,C,M,0.0,0.0
344,14H4.,Z877,G,C,M,0.0,0.0
345,14H5.,Z877,G,C,M,0.0,0.0
346,14I..,Z876,G,C,M,0.0,0.0
347,14I1.,Z876,G,C,M,0.0,0.0
348,14I2.,Z876,G,C,M,0.0,0.0
349,14I3.,Z862,G,C,M,0.0,0.0
350,14I4.,Z876,D,C,M,0.0,0.0
351,14I4.,Z866,R,C,M,0.0,0.0
352,14I5.,Z876,G,C,M,0.0,0.0
353,14J..,Z916,G,C,M,0.0,0.0
354,14J1.,Z878,G,C,M,0.0,0.0
355,14K..,Z878,D,C,M,0.0,0.0
356,14K..,Z915,R,C,M,0.0,0.0
357,14L..,Z889,D,C,M,0.0,0.0
358,14L..,Z88,A,M,M,0.0,0.0
359,14L1.,Z880,G,C,M,0.0,0.0
360,14L2.,Z881,G,C,M,0.0,0.0
361,14L3.,Z884,G,C,M,0.0,0.0
362,14L4.,Z886,G,C,M,0.0,0.0
363,14L5.,Z887,G,C,M,0.0,0.0
364,14L6.,Z887,G,C,M,0.0,0.0
365,14L7.,Z881,G,C,M,0.0,0.0
366,14L8.,Z881,G,C,M,0.0,0.0
367,14L9.,Z881,G,C,M,0.0,0.0
368,14LA.,Z881,G,C,M,0.0,0.0
369,14LB.,Z881,G,C,M,0.0,0.0
370,14LC.,Z881,G,C,M,0.0,0.0
371,14LD.,Z882,G,C,M,0.0,0.0
372,14LE.,Z882,G,C,M,0.0,0.0
373,14LF.,Z882,G,C,M,0.0,0.0
374,14LG.,Z881,G,C,M,0.0,0.0
375,14LH.,Z881,G,C,M,0.0,0.0
376,14LI.,Z881,G,C,M,0.0,0.0
377,14LZ.,Z889,G,C,M,0.0,0.0
378,14M..,Z910,G,C,M,0.0,0.0
379,14M1.,Z910,G,C,M,0.0,0.0
380,14M2.,Z910,G,C,M,0.0,0.0
381,14M3.,Z910,G,C,M,0.0,0.0
382,14N..,Z924,G,C,M,0.0,0.0
383,14N1.,Z924,G,C,M,0.0,0.0
384,14N2.,Z988,G,C,M,0.0,0.0
385,14N3.,Z924,G,C,M,0.0,0.0
386,14N30,Z924,G,C,M,0.0,0.0
387,14N40,Z892,D,C,M,0.0,0.0
388,14N40,Z893,A,C,M,0.0,0.0
389,14N40,Z898,A,C,M,0.0,0.0
390,14N41,Z924,G,C,M,0.0,0.0
391,14N5.,Z902,G,C,M,0.0,0.0
392,14N6.,Z924,D,C,M,0.0,0.0
393,14N6.,Z95,R,M,M,0.0,0.0
394,14N7.,Z924,G,C,M,0.0,0.0
395,14N8.,Z907,G,C,M,0.0,0.0
396,14O..,Z918,D,C,M,0.0,0.0
397,14O..,Z91,A,M,M,0.0,0.0
398,14O1.,Z584,G,C,M,0.0,0.0
399,14O3.,Z581,G,C,M,0.0,0.0
400,14O4.,Z578,G,C,M,0.0,0.0
401,14O6.,Z205,G,C,C,0.0,0.0
402,14P..,Z922,G,C,M,0.0,0.0
403,14P1.,Z921,G,C,M,0.0,0.0
404,14P2.,Z922,G,C,M,0.0,0.0
405,14P3.,Z922,G,C,M,0.0,0.0
406,14P4.,Z922,G,C,M,0.0,0.0
407,14P5.,Z922,G,C,M,0.0,0.0
408,14P6.,Z922,G,C,M,0.0,0.0
409,14P7.,Z922,D,C,M,0.0,0.0
410,14P7.,Z926,A,C,M,0.0,0.0
411,14R2.,Z924,G,C,M,0.0,0.0
412,14R3.,Z521,G,C,M,0.0,0.0
413,14S..,Z949,D,C,M,0.0,0.0
414,14S..,Z94,A,M,M,0.0,0.0
415,14S1.,Z948,G,C,M,0.0,0.0
416,14S2.,Z940,G,C,M,0.0,0.0
417,14S3.,Z941,G,C,M,0.0,0.0
418,14S4.,Z954,D,C,M,0.0,0.0
419,14S4.,Z952,A,C,M,0.0,0.0
420,14S4.,Z953,A,C,M,0.0,0.0
421,14S5.,Z945,G,C,M,0.0,0.0
422,14S6.,Z946,G,C,M,0.0,0.0
423,14S7.,Z947,G,C,M,0.0,0.0
424,14S8.,Z944,G,C,M,0.0,0.0
425,14S9.,Z942,D,C,M,0.0,0.0
426,14S9.,Z943,A,C,M,0.0,0.0
427,14T..,Z949,D,C,M,0.0,0.0
428,14T..,Z94,A,M,M,0.0,0.0
429,14T..,Z95,R,M,M,0.0,0.0
430,14T1.,Z970,G,C,M,0.0,0.0
431,14T2.,Z961,G,C,M,0.0,0.0
432,14T3.,Z952,G,C,M,0.0,0.0
433,14T4.,Z958,G,C,M,0.0,0.0
434,14T5.,Z966,G,C,M,0.0,0.0
435,14T6.,Z971,G,C,M,0.0,0.0
436,14T7.,Z994,G,C,M,0.0,0.0
437,14T8.,Z960,G,C,M,0.0,0.0
438,14U..,Z939,D,C,M,0.0,0.0
439,14U..,Z93,A,M,M,0.0,0.0
440,14U1.,Z930,G,C,M,0.0,0.0
441,14U2.,Z932,G,C,M,0.0,0.0
442,14U3.,Z933,G,C,M,0.0,0.0
443,14U4.,Z936,G,C,M,0.0,0.0
444,14U5.,Z931,G,C,M,0.0,0.0
445,14V2.,Z928,G,C,M,0.0,0.0
446,14V3.,Z982,G,C,M,0.0,0.0
447,14V5.,Z981,G,C,M,0.0,0.0
448,14V50,Z981,G,C,M,0.0,0.0
449,1512.,N951,D,C,C,0.0,0.0
450,1512.,N953,A,C,C,0.0,0.0
451,1512.,E283,R,C,C,0.0,0.0
452,1512.,F228,R,C,C,0.0,0.0
453,1512.,F28X,R,C,C,0.0,0.0
454,1512.,M138,R,P,C,0.0,0.0
455,1518.,N925,G,C,C,0.0,0.0
456,151G.,N920,G,C,C,0.0,0.0
457,1526.,Z641,G,C,M,0.0,0.0
458,1527.,Z641,G,C,M,0.0,0.0
459,1528.,Z641,G,C,M,0.0,0.0
460,1541.,Z875,G,C,M,0.0,0.0
461,1542.,Z875,G,C,M,0.0,0.0
462,15422,Z875,G,C,M,0.0,0.0
463,15423,Z875,G,C,M,0.0,0.0
464,15424,Z875,G,C,M,0.0,0.0
465,15425,Z875,G,C,M,0.0,0.0
466,15426,Z875,G,C,M,0.0,0.0
467,15427,Z875,G,C,M,0.0,0.0
468,1544.,Z875,G,C,M,0.0,0.0
469,1546.,Z875,G,C,M,0.0,0.0
470,1561.,Z920,G,C,M,0.0,0.0
471,1562.,Z920,G,C,M,0.0,0.0
472,1563.,Z920,G,C,M,0.0,0.0
473,1564.,Z920,G,C,M,0.0,0.0
474,157..,Z874,G,C,M,0.0,0.0
475,1571.,Z874,G,C,M,0.0,0.0
476,1572.,Z874,G,C,M,0.0,0.0
477,1573.,Z874,G,C,M,0.0,0.0
478,1574.,Z874,G,C,M,0.0,0.0
479,1581.,Z874,G,C,M,0.0,0.0
480,1583.,Z874,G,C,M,0.0,0.0
481,1591.,Z874,G,C,M,0.0,0.0
482,1593.,Z874,G,C,M,0.0,0.0
483,1595.,Z874,G,C,M,0.0,0.0
484,1596.,Z874,G,C,M,0.0,0.0
485,1599.,Z924,G,C,M,0.0,0.0
486,15A..,Z875,G,C,M,0.0,0.0
487,15A1.,Z875,G,C,M,0.0,0.0
488,15A2.,Z924,D,C,M,0.0,0.0
489,15A2.,O342,R,C,C,0.0,0.0
490,15A2.,Z875,R,C,M,0.0,0.0
491,15A3.,Z875,G,C,M,0.0,0.0
492,15A4.,Z875,G,C,M,0.0,0.0
493,15A6.,Z875,G,C,M,0.0,0.0
494,15A7.,Z875,G,C,M,0.0,0.0
495,15A8.,Z875,G,C,M,0.0,0.0
496,15AA.,Z875,G,C,M,0.0,0.0
497,15C..,N898,G,C,C,0.0,0.0
498,15E..,N908,G,C,C,0.0,0.0
499,1624.,R635,D,C,C,0.0,0.0
500,1624.,O260,R,C,C,0.0,0.0
501,163..,R633,G,C,C,0.0,0.0
502,1632.,R633,D,C,C,0.0,0.0
503,1632.,F982,R,C,C,0.0,0.0
504,1632.,P92,R,M,C,0.0,0.0
505,1633.,R633,D,C,C,0.0,0.0
506,1633.,F50,R,M,C,0.0,0.0
507,1634.,R633,G,C,C,0.0,0.0
508,1652.,R208,G,C,C,0.0,0.0
509,1655.,R688,G,C,C,0.0,0.0
510,166..,R619,D,C,C,0.0,0.0
511,166..,R61,A,M,C,0.0,0.0
512,166Z.,R619,D,C,C,0.0,0.0
513,166Z.,R61,A,M,C,0.0,0.0
514,1682.,R53X,D,C,C,0.0,0.0
515,1682.,F430,R,C,C,0.0,0.0
516,1682.,F480,R,C,C,0.0,0.0
517,1682.,G933,R,C,C,0.0,0.0
518,1682.,O268,R,C,C,0.0,0.0
519,1686.,R298,G,C,C,0.0,0.0
520,16A..,M436,G,P,C,0.0,0.0
521,16A2.,M436,D,C,C,0.0,0.0
522,16A2.,M538,R,P,C,0.0,0.0
523,16AZ.,M436,D,P,C,0.0,0.0
524,16AZ.,F444,R,C,C,0.0,0.0
525,16AZ.,F458,R,C,C,0.0,0.0
526,16AZ.,G243,R,C,C,0.0,0.0
527,16AZ.,M068,R,P,C,0.0,0.0
528,16AZ.,P152,R,C,C,0.0,0.0
529,16AZ.,Q680,R,C,C,0.0,0.0
530,16AZ.,S134,R,C,P,0.0,0.0
531,16B..,R233,D,C,C,0.0,0.0
532,16B..,D69,R,M,C,0.0,0.0
533,16B..,P545,R,C,C,0.0,0.0
534,16B3.,R233,D,C,C,0.0,0.0
535,16B3.,D69,R,M,C,0.0,0.0
536,16B3.,P545,R,C,C,0.0,0.0
537,16BZ.,R233,D,C,C,0.0,0.0
538,16BZ.,D69,R,M,C,0.0,0.0
539,16BZ.,P545,R,C,C,0.0,0.0
540,16C..,M549,D,P,C,0.0,0.0
541,16C..,M545,A,P,C,0.0,0.0
542,16C..,M548,A,P,C,0.0,0.0
543,16C..,F454,R,C,C,0.0,0.0
544,16C2.,M549,D,C,P,0.0,0.0
545,16C2.,M54,A,M,P,0.0,0.0
546,16C2.,F454,R,C,C,0.0,0.0
547,16C2.,M533,R,C,P,0.0,0.0
548,16C3.,M548,G,P,C,0.0,0.0
549,16C6.,M549,D,C,P,0.0,0.0
550,16C6.,M54,A,M,P,0.0,0.0
551,16C6.,F454,R,C,C,0.0,0.0
552,16C6.,M533,R,C,P,0.0,0.0
553,16C7.,M548,G,C,C,0.0,0.0
554,16CZ.,M549,D,C,P,0.0,0.0
555,16CZ.,M54,A,M,P,0.0,0.0
556,16CZ.,F454,R,C,C,0.0,0.0
557,16CZ.,M533,R,C,P,0.0,0.0
558,16D..,R296,G,C,C,0.0,0.0
559,16H..,R688,G,C,C,0.0,0.0
560,17...,R098,G,C,C,0.0,0.0
561,1712.,R05X,G,C,C,0.0,0.0
562,1713.,R05X,G,C,C,0.0,0.0
563,1714.,R093,G,C,C,0.0,0.0
564,1715.,R093,G,C,C,0.0,0.0
565,1717.,R05X,G,C,C,0.0,0.0
566,1719.,R05X,G,C,C,0.0,0.0
567,171A.,R05X,G,C,C,0.0,0.0
568,171C.,R05X,D,C,C,0.0,0.0
569,171C.,J410,R,C,C,0.0,0.0
570,171C.,R042,R,C,C,0.0,0.0
